epoch_num,batch_num,avg_train_loss,train_acc,avg_val_loss,val_acc
1,10,0.14548905789852143,0.08125,0.1443682394504547,0.1068
1,20,0.14377856999635696,0.125,0.14432425513267516,0.1008
1,30,0.14402668476104735,0.1125,0.14445697646141054,0.0958
1,40,0.14451340436935425,0.1,0.14428800058364868,0.093
1,50,0.14439354091882706,0.1,0.14433311982154845,0.105
1,60,0.1441192388534546,0.125,0.14428487038612367,0.1016
1,70,0.14353480488061904,0.10625,0.1442490515232086,0.0958
1,80,0.14226319789886474,0.1375,0.14533175115585328,0.1068
1,90,0.14711353331804275,0.0875,0.14430139408111572,0.1008
1,100,0.1436721846461296,0.08125,0.14423994483947755,0.1008
1,110,0.14414310306310654,0.09375,0.14415370798110963,0.1064
1,120,0.1435675099492073,0.10625,0.14395563659667968,0.1036
1,130,0.14038277566432952,0.1625,0.14269400844573973,0.1138
1,140,0.14350929856300354,0.13125,0.142163338804245,0.1762
1,150,0.13955571949481965,0.25625,0.14024522047042848,0.1428
1,160,0.14024486690759658,0.15,0.13806139469146728,0.161
1,170,0.13601413667201995,0.18125,0.1334238185405731,0.216
1,180,0.13186048716306686,0.2375,0.1286541092634201,0.2326
1,190,0.12501656487584115,0.25625,0.12181678528785705,0.2608
1,200,0.11439380198717117,0.28125,0.113205171585083,0.2606
1,210,0.10544453114271164,0.2875,0.10470704872608184,0.3384
1,220,0.10518017932772636,0.3125,0.10544011454582214,0.2904
1,230,0.10045900493860245,0.2875,0.09656467920541763,0.3554
1,240,0.10029386207461358,0.31875,0.0938810272216797,0.3706
1,250,0.0911740317940712,0.41875,0.0936546173453331,0.3746
1,260,0.09012722000479698,0.31875,0.08792375305891037,0.4236
1,270,0.08615258559584618,0.45,0.08697900612354278,0.4292
1,280,0.08591846153140067,0.425,0.08329342336654663,0.4348
1,290,0.08461299166083336,0.43125,0.08184563496112823,0.4552
1,300,0.08097785711288452,0.4125,0.08514139728546143,0.409
1,310,0.09129694774746895,0.36875,0.08618532370328903,0.3896
1,320,0.08809470906853675,0.3625,0.07861197078227997,0.4812
1,330,0.07765387371182442,0.49375,0.08091819492578506,0.4462
1,340,0.07909481674432754,0.4,0.07818461627960205,0.459
1,350,0.0790807455778122,0.40625,0.08445890526771545,0.4058
1,360,0.08101514354348183,0.40625,0.09281538293361664,0.3638
1,370,0.08628249689936637,0.39375,0.08459647080898285,0.389
1,380,0.07428236901760102,0.4875,0.07261189091205597,0.5028
1,390,0.07664668262004852,0.475,0.0866275955915451,0.3986
1,400,0.08287975788116456,0.4,0.07096288508176804,0.5008
1,410,0.0744005735963583,0.425,0.08054346098899841,0.4196
1,420,0.07356556951999664,0.46875,0.06852857874631882,0.5484
1,430,0.07029722481966019,0.5125,0.07177182124853135,0.5048
1,440,0.06552592553198337,0.56875,0.07739252675771713,0.4324
1,450,0.0744560070335865,0.5,0.06686513514518738,0.5398
1,460,0.0728316430002451,0.45625,0.06498984531164169,0.5536
1,470,0.06662950925529003,0.54375,0.06672035660743714,0.547
1,480,0.06505156420171261,0.56875,0.06562040631771088,0.543
1,490,0.06565390229225158,0.53125,0.06592464284896851,0.5562
1,500,0.0646379355341196,0.55625,0.06755158743858337,0.5158
1,510,0.06700931154191495,0.5,0.06569866572618485,0.5188
1,520,0.0708429291844368,0.51875,0.06709878545999527,0.506
1,530,0.07046216987073421,0.4875,0.06610044286251068,0.542
1,540,0.06285697408020496,0.525,0.06272737283706666,0.5684
1,550,0.06608849801123143,0.55,0.06251399610042573,0.5666
1,560,0.057601796463131905,0.60625,0.0615395050406456,0.5728
1,570,0.059573492780327794,0.61875,0.0643105237007141,0.5778
1,580,0.05218181684613228,0.66875,0.060286098432540895,0.559
1,590,0.059092786908149716,0.575,0.0773867602944374,0.4286
1,600,0.07536387890577316,0.475,0.0626280151605606,0.5668
1,610,0.06989387683570385,0.49375,0.06846818893551826,0.5032
1,620,0.05895185433328152,0.58125,0.06008845957517624,0.5796
1,630,0.056604786589741704,0.6,0.05903446089029312,0.6032
1,640,0.059620204567909243,0.60625,0.05917567164897919,0.5928
1,650,0.06662114560604096,0.5125,0.060832756423950196,0.582
1,660,0.06488056629896163,0.5875,0.07631805238723754,0.4278
1,670,0.05666828006505966,0.6,0.057919163459539416,0.61
1,680,0.05606364123523235,0.625,0.0605025692820549,0.5756
1,690,0.054462602362036705,0.6375,0.06925778172016143,0.512
1,700,0.050531359389424324,0.6875,0.05874108406305313,0.604
1,710,0.06721107736229896,0.55625,0.06078825100660324,0.5852
1,720,0.056500810012221334,0.575,0.061426174569129945,0.5752
1,730,0.05822181068360806,0.625,0.05885323175191879,0.6184
1,740,0.06346397772431374,0.55625,0.08205526243448258,0.427
1,750,0.07171342223882675,0.45,0.05957553207874298,0.5868
1,760,0.06003243699669838,0.5875,0.06063123114109039,0.5816
1,770,0.0663351722061634,0.5125,0.06368125143051147,0.535
1,780,0.05997556261718273,0.59375,0.057072836196422574,0.6106
1,790,0.06582863889634609,0.5625,0.06176747339963913,0.5616
1,800,0.06419270783662796,0.5875,0.06656107107400894,0.4844
1,810,0.0589874517172575,0.5125,0.054897944712638855,0.622
1,820,0.05304696150124073,0.66875,0.05349286087155342,0.6302
1,830,0.05158057399094105,0.675,0.05622827644348145,0.5948
1,840,0.05188797898590565,0.66875,0.05919811053276062,0.5816
1,850,0.05303919613361359,0.6375,0.05428794913291931,0.599
1,860,0.05652610287070274,0.61875,0.05524303405284882,0.623
1,870,0.05346622858196497,0.63125,0.05437949848771095,0.6396
1,880,0.054806772619485855,0.61875,0.06367483116984367,0.5452
1,890,0.057984073832631114,0.6,0.05369859957695007,0.6442
1,900,0.048994367569684984,0.6625,0.054792081493139265,0.583
1,910,0.05126199126243591,0.61875,0.06356937864422799,0.5556
1,920,0.05434796847403049,0.63125,0.05087588092684746,0.6518
1,930,0.05257973410189152,0.65625,0.056005225521326064,0.6072
1,940,0.056147922202944754,0.6375,0.06299139295816422,0.5532
1,950,0.06009917557239532,0.58125,0.0508935299217701,0.6634
1,960,0.05767232254147529,0.625,0.053883429986238476,0.6382
1,970,0.05116508901119232,0.63125,0.050815218317508695,0.6272
1,980,0.056610851734876635,0.6,0.06394985237717629,0.552
1,990,0.05230167713016272,0.625,0.04967073660492897,0.6466
1,1000,0.05583271682262421,0.65,0.05031599014401436,0.648
1,1010,0.05031135529279709,0.6625,0.04734321911931038,0.6626
1,1020,0.041418230161070824,0.725,0.06462919377088547,0.532
1,1030,0.05281684882938862,0.61875,0.04577520315647125,0.6846
1,1040,0.05187276564538479,0.61875,0.056524409008026126,0.6222
1,1050,0.0631637528538704,0.5125,0.05134729591012001,0.6212
1,1060,0.05218290723860264,0.675,0.06544687703847885,0.5434
1,1070,0.049161427095532416,0.66875,0.048788251024484634,0.6498
1,1080,0.048523370176553726,0.65625,0.04641806493401528,0.6896
1,1090,0.050507785938680175,0.6375,0.04930640841126442,0.6574
1,1100,0.04333048146218062,0.71875,0.05126344471573829,0.6568
1,1110,0.05578928552567959,0.60625,0.06291294154524803,0.5364
1,1120,0.05919309891760349,0.5625,0.04885732724070549,0.6628
1,1130,0.05287370719015598,0.6,0.050150513225793836,0.6486
1,1140,0.04499215148389339,0.65,0.0459023053586483,0.6802
1,1150,0.045141838304698464,0.71875,0.046040289932489396,0.681
1,1160,0.038904976658523084,0.74375,0.045663703811168674,0.6892
1,1170,0.043799593858420846,0.73125,0.04136755439043045,0.724
1,1180,0.045450995489954946,0.71875,0.0434341602563858,0.7036
1,1190,0.06440871506929398,0.55625,0.05243618876338005,0.6372
1,1200,0.05930867195129395,0.6,0.047130400347709656,0.6696
1,1210,0.050899241119623184,0.63125,0.07101661896705627,0.475
1,1220,0.05510918907821179,0.6,0.047492179310321805,0.6598
1,1230,0.0520651189610362,0.6625,0.05315728528499603,0.5974
1,1240,0.045224015787243846,0.6625,0.0458161951482296,0.6936
1,1250,0.04935089610517025,0.6375,0.043445310151576995,0.7088
1,1260,0.0388499703258276,0.76875,0.046292521092295646,0.6694
1,1270,0.04611212946474552,0.675,0.04343480980396271,0.6996
1,1280,0.04486114419996738,0.70625,0.045353714958578345,0.6886
1,1290,0.05016476809978485,0.6625,0.04454104653596878,0.6836
1,1300,0.043640736117959024,0.69375,0.042457822877168656,0.7058
1,1310,0.04568686708807945,0.65,0.04920608913302422,0.642
1,1320,0.041922441124916075,0.7125,0.04268445952534675,0.7038
1,1330,0.03935644850134849,0.725,0.04543897574543953,0.678
1,1340,0.04896746389567852,0.71875,0.03932712424993515,0.7456
1,1350,0.04500424824655056,0.675,0.041946798849105835,0.7092
1,1360,0.03924670610576868,0.73125,0.039069499957561496,0.7322
1,1370,0.046123241260647777,0.66875,0.04392744887471199,0.6796
1,1380,0.056023947149515155,0.58125,0.050164471566677096,0.6624
1,1390,0.05057887993752956,0.65625,0.046510611486434934,0.6546
1,1400,0.05131913125514984,0.59375,0.04820199275612831,0.6578
1,1410,0.04213969707489014,0.74375,0.04052389332056046,0.7194
1,1420,0.046098653599619864,0.64375,0.04522985751628876,0.6692
1,1430,0.05033152587711811,0.5875,0.038397681713104245,0.757
1,1440,0.04988522157073021,0.61875,0.04074332683086395,0.7044
1,1450,0.04597918018698692,0.6625,0.04087481935620308,0.7344
1,1460,0.037424043752253056,0.775,0.04058882094621658,0.7052
1,1470,0.04001859948039055,0.73125,0.03812837218046188,0.7532
1,1480,0.040560404770076275,0.71875,0.03899946558475494,0.7402
1,1490,0.03579569775611162,0.78125,0.041374402022361756,0.7058
1,1500,0.03945644423365593,0.7125,0.04533434226512909,0.6704
1,1510,0.045126638188958165,0.7,0.04719445475935936,0.6592
1,1520,0.04534692168235779,0.7,0.04199409392476082,0.7138
1,1530,0.03796805776655674,0.71875,0.04089559048712253,0.7136
1,1540,0.042480651289224625,0.71875,0.03818123868703842,0.7386
1,1550,0.03895011711865663,0.70625,0.05564333926141262,0.6094
1,1560,0.040112888999283315,0.74375,0.039960704040527345,0.7112
1,1570,0.038491078466176984,0.76875,0.03752286426723003,0.7296
1,1580,0.0385955834761262,0.7125,0.03799754211306572,0.7512
1,1590,0.04267553612589836,0.7125,0.0347197132319212,0.783
1,1600,0.043448699079453944,0.7,0.036149694818258284,0.7642
1,1610,0.03894329592585564,0.7375,0.0363863568931818,0.7462
1,1620,0.04796558283269405,0.66875,0.039237424892187116,0.7406
1,1630,0.03909762091934681,0.69375,0.04645641812086106,0.6788
1,1640,0.03763093780726194,0.7375,0.03752344989776611,0.7354
1,1650,0.03488380424678326,0.7625,0.032870942530035974,0.7874
1,1660,0.031281139329075815,0.8125,0.03499950248599053,0.7708
1,1670,0.03761178832501173,0.73125,0.03118812038898468,0.8132
1,1680,0.04232100918889046,0.7125,0.03421209762990475,0.7712
1,1690,0.03453306946903467,0.7625,0.04951868796944618,0.6554
1,1700,0.04017433654516935,0.69375,0.05145097191929817,0.6128
1,1710,0.046388843841850755,0.66875,0.060938420850038526,0.5522
1,1720,0.04020017236471176,0.68125,0.037362428265810016,0.737
1,1730,0.04162913151085377,0.725,0.03944665630459786,0.7362
1,1740,0.031166013889014722,0.825,0.05867458269000053,0.5902
1,1750,0.03910474963486195,0.75,0.03895185471773147,0.7184
1,1760,0.03825023975223303,0.7625,0.033126221537590025,0.7716
1,1770,0.03924940377473831,0.70625,0.03189990370571613,0.7934
1,1780,0.03916689995676279,0.70625,0.04384333500266075,0.653
1,1790,0.04508019275963306,0.7125,0.04569787795543671,0.6762
1,1800,0.05289515256881714,0.6125,0.036401846769452094,0.7468
1,1810,0.036177202314138415,0.78125,0.04091867453455925,0.6912
1,1820,0.03809612654149532,0.7375,0.03980838919878006,0.6878
1,1830,0.04005933254957199,0.7375,0.03442748835384846,0.7726
1,1840,0.02915852889418602,0.83125,0.03516781692206859,0.761
1,1850,0.03063657209277153,0.83125,0.031594279423356054,0.7812
1,1860,0.03122052727267146,0.775,0.0324696840763092,0.7762
1,1870,0.032312045246362685,0.79375,0.035671358025074006,0.759
1,1880,0.03649887815117836,0.725,0.030677341669797898,0.8076
1,1890,0.03532411549240351,0.775,0.031555692082643506,0.7944
1,1900,0.034875142760574816,0.7625,0.05092292006611824,0.6426
1,1910,0.03517907094210386,0.73125,0.03209896079003811,0.7902
1,1920,0.031191880255937575,0.7875,0.035947113901376726,0.7478
1,1930,0.03197115659713745,0.8,0.04655497949123383,0.6676
1,1940,0.037234703078866005,0.71875,0.02951443954408169,0.8086
1,1950,0.028924814984202386,0.80625,0.03098933490514755,0.8002
1,1960,0.03197328895330429,0.775,0.030276687678694725,0.7996
